"class","gene_id","logFC","adj.P.Val","direction","rank"
3,"ST8SIA1",-1.66026236839891,0.0234885737859926,"Down",90
3,"PLEKHG3",-1.63588599218502,0.0234885737859926,"Down",91
3,"PDE10A",-1.41281808530856,0.0234885737859926,"Down",92
3,"OTUD7B",-1.40438785604345,0.0234885737859926,"Down",93
3,"WWC2",-1.40263094748893,0.0234885737859926,"Down",94
3,"F2R",-1.40051003901643,0.0234885737859926,"Down",95
3,"FBXO32",-1.31818773548871,0.0234885737859926,"Down",96
3,"ZNF462",-1.01558683448038,0.0234885737859926,"Down",97
3,"CFH",-1.14094947686894,0.0235686169480593,"Down",98
3,"P2RY14",-1.99483898421445,0.0242524619445883,"Down",99
3,"TACC2",-2.06510185397482,0.0243800488178951,"Down",100
3,"AXL",-1.84449934226983,0.0243800488178951,"Down",101
3,"PGAP1",-1.3719231970111,0.0243800488178951,"Down",102
3,"FGD4",-1.3078903889437,0.0243800488178951,"Down",103
3,"NFIX",-1.57285534102078,0.0251210670075371,"Down",104
3,"PHLDB1",-1.19303552545982,0.0251210670075371,"Down",105
3,"SPIRE1",-1.76123296726867,0.0260286677625088,"Down",106
3,"GAS6",-1.70479813317483,0.0260286677625088,"Down",107
3,"CD209",-2.4934976848499,0.0261832854756371,"Down",108
3,"ATP10A",-1.81107353461596,0.0279620298040391,"Down",109
3,"BACE1",-1.49128606424089,0.0280881509216458,"Down",110
3,"SIGLEC1",-2.06450223391677,0.0290323101008061,"Down",111
3,"ARF5",-1.19170123851377,0.0300972093091069,"Down",112
3,"FILIP1",-1.67730008958373,0.0302273728164299,"Down",113
3,"PLTP",-1.68614766395628,0.0304857669605954,"Down",114
3,"CRYL1",-1.50538350406927,0.0308588271661889,"Down",115
3,"TYROBP",-1.17227763504784,0.0308588271661889,"Down",116
3,"TXK",-1.49174432555404,0.0322451182637013,"Down",117
3,"CD28",-1.72563934181455,0.0330546434978872,"Down",118
3,"PLCB3",-1.49299964583044,0.0334747688727801,"Down",119
3,"PTPN13",-1.34758188729734,0.0339710214963387,"Down",120
3,"RUNX2",-2.10979791689867,0.0346740854733329,"Down",121
3,"PSTPIP2",-1.53981728893433,0.0346740854733329,"Down",122
3,"GRAMD1B",-1.47908503190041,0.0347281070616721,"Down",123
3,"MRC1",-1.34807989077372,0.0347281070616721,"Down",124
3,"TBC1D4",-1.03399205227683,0.0347281070616721,"Down",125
3,"CALD1",-1.02714811447592,0.0347281070616721,"Down",126
3,"TXNDC5",-1.47134348442088,0.0347560538102103,"Down",127
3,"PPM1M",-1.25055098665354,0.0351998397629457,"Down",128
3,"TC2N",-1.12129817634381,0.0351998397629457,"Down",129
3,"ALDH1A1",-1.33991583491912,0.0352009019770523,"Down",130
3,"CYBRD1",-1.03774832579864,0.0352009019770523,"Down",131
3,"ABCC9",-1.12447852520856,0.0356433825310974,"Down",132
3,"ITGA8",-2.0901046706962,0.0356745210589122,"Down",133
3,"FCN1",-1.87702645579312,0.0356745210589122,"Down",134
3,"SOX13",-1.82959398946975,0.0356745210589122,"Down",135
3,"CCDC141",-1.29037015397496,0.0356745210589122,"Down",136
3,"APOE",-1.02469468703099,0.0361565109426118,"Down",137
3,"CTLA4",-1.71991589196807,0.0391220270644655,"Down",138
3,"FZD4",-1.18002927645061,0.0391220270644655,"Down",139
3,"CLEC12A",-2.16548941137856,0.0395267855824162,"Down",140
3,"PLXDC1",-1.61003756526484,0.0395267855824162,"Down",141
3,"INPP1",-1.29614792433632,0.0395267855824162,"Down",142
3,"AQP3",-1.92699613869099,0.0399185365239843,"Down",143
3,"MGST2",-1.65774920952827,0.0399607438566528,"Down",144
3,"TEK",-1.32950733449295,0.040106690626061,"Down",145
3,"KLRG1",-1.30364023206041,0.0404266613454383,"Down",146
3,"TLR3",-1.81255214762908,0.0404626352781036,"Down",147
3,"NCKAP1",-1.22820219106738,0.0417014749126565,"Down",148
3,"CD93",-1.33234871562108,0.043164346385486,"Down",149
3,"ACSS2",-1.79245818826952,0.0440634564707856,"Down",150
3,"SCML1",-1.76950550758406,0.0442514802999389,"Down",151
3,"TGM2",-1.51252968351396,0.0442514802999389,"Down",152
3,"FBLN5",-1.46135688857758,0.0442514802999389,"Down",153
3,"P4HA2",-1.69761704404587,0.0447289070881427,"Down",154
3,"IL1R1",-1.27863719434436,0.0447289070881427,"Down",155
3,"UPP1",-1.34524765368848,0.0451586851489593,"Down",156
3,"FCER1G",-1.69696313176603,0.0456091272774833,"Down",157
3,"JAKMIP1",-1.62796482980332,0.0456640006965442,"Down",158
3,"EGFR",-1.24288856625771,0.0459687188148937,"Down",159
3,"GBP4",-1.1976025937895,0.0468279686066596,"Down",160
3,"CST3",-1.05395262371853,0.0480650931049831,"Down",161
3,"ANGPTL2",-1.39660717078571,0.0480861766063677,"Down",162
3,"CALCRL",-1.30729242116837,0.0481010738960245,"Down",163
3,"PALMD",-1.38895338923027,0.0483485175278219,"Down",164
3,"TTC30A",-1.69355553726626,0.0492765745740493,"Down",165
3,"FKBP10",-1.45348768921694,0.0492765745740493,"Down",166
3,"GALNT4",-1.4449570086914,0.0492765745740493,"Down",167
